36	90	46.635	
36	91	3.00231		  		  

37	94	27.3625	
37	95	7.89419	
37	96	4.15397	
37	97	0.878794
37	98	0.344018
37	99	0.029186
37	100	0.00105997

38	96	54.6421	
38	97	39.9929	
38	98	22.8419	
38	99	4.96298	
38	100	1.19023	
38	101	0.267288
38	102	0.0232398
38	103	0.00090527

39	99	64.5385	
39	100	30.0249	
39	101	17.7946	
39	102	3.7025	
39	103	0.772578
39	104	0.0845182
39	105	0.00746101
39	106	0.000473612


40	102	48.2449	
40	103	23.5879	
40	104	12.3918	
40	105	2.07716	
40	106	0.575482
40	107	0.0276707
40	108	0.0018741
40	109	8.90273e-05

41	103	1000.63	
41	104	66.7712	
41	105	16.1472	
41	106	6.91519	
41	107	3.09707	
41	108	0.443909
41	109	0.0837346
41	110	0.0070389
41	111	0.000399763


42	107	21.0069	
42	108	6.20016	
42	109	1.97267	
42	110	0.469574
42	111	0.145602
42	112	0.0204128
42	113	0.00230052


43	110	8.80717	
43	111	2.96021	
43	112	0.909087
43	113	0.236739
43	114	0.0653255
43	115	0.00943639
43	116	0.000625469
43	117	0.000167892

44	112	18.5733	
44	113	5.02797	
44	114	1.61036	
44	115	0.471318
44	116	0.124971
44	117	0.0338803
44	118	0.00454479
44	119	0.000222996


45	115	10.2055	
45	116	3.24118	
45	117	0.964293
45	118	0.298999
45	119	0.109632
45	120	0.0156603
45	121	0.00284995
45	122	0.000195136

46	117	20.5883	
46	118	6.75396	
46	119	2.24562	
46	120	0.703567
46	121	0.206613
46	122	0.0848796
46	123	0.0127956
46	124	0.001945
46	125	3.41203e-05

47	119	83.5746	
47	120	12.0389	
47	121	4.80379	
47	122	1.42038	
47	123	0.598527
47	124	0.155745
47	125	0.106251
47	126	0.0174675
47	127	0.00445907
47	128	3.16508e-05

48	123	9.84413	
48	124	4.30868	
48	125	2.06857	
48	126	1.32251	
48	127	0.433033
48	128	0.0891479
48	129	0.0600092
48	130	0.00823593
48	131	0.000405093


49	126	9.7126	
49	127	5.92267	
49	128	4.51367	
49	129	3.13842	
49	130	2.42356	
49	131	0.718892
49	132	0.0663078
49	133	0.00593757
49	134	0.000255992
49	135	1.90043e-05

50	128	38.957	
50	129	28.8249	
50	130	25.3658	
50	131	27.3056	
50	132	16.2675	
50	133	2.03394	
50	134	1.07111	
50	135	0.0904564
50	136	0.0056513
50	137	0.000218976


51	132	57.8464	
51	133	40.2785	
51	134	17.5952	
51	135	5.66802	
51	136	0.839639
51	137	0.373473
51	138	0.0228719
51	139	0.00221932

52	135	64.164	
52	136	26.9186	
52	137	12.596	
52	138	3.44021	
52	139	0.471924
52	140	0.134553
52	141	0.00629154
52	142	0.000304495


53	137	85.2149	
53	138	39.8271	
53	139	15.3931	
53	140	5.79514	
53	141	1.24898	
53	142	0.254819
53	143	0.0211744
53	144	0.000769967

54	141	28.5114	
54	142	11.1719	
54	143	2.33206	
54	144	0.674976       
54	145	0.0481699
54	146	0.0023678
54	147	0.000247947

55	144	12.9757	
55	145	4.35781	
55	146	0.735142
55	147	0.156721
55	148	0.00842043
55	149	0.000727877


56	145	52.5747	
56	146	25.9957	
56	147	6.50141	
56	148	1.74413	
56	149	0.224204
56	150	0.0382096
56	151	0.00324564


57	148	18.7341	
57	149	7.46925	
57	150	1.25706	
57	151	0.167958
57	152	0.0256405
57	153	0.00278032


58	151	5.86889	
58	152	1.55136	
58	153	0.185914
58	154	0.0297322

59	152	13.8898	
59	153	4.51536	
59	154	0.0	
59	155	0.18078	

60	155	3.58834	
60	156	0.943297
