line 1 0 2 0
line 0 1 1 1  
line 1 1 1 0
line 2 0 2 1 
line 2 1 3 1
line 3 1 3 3
line 3 3 4 3
line 4 3 4 2
line 4 2 5 2
line 5 2 5 3
line 5 3 6 3
line 6 3 6 2
line 6 2 7 2
line 7 2 7 4
line 7 4 8 4
line 8 4 8 3
line 8 3 9 3
line 9 3 9 5
line 9 5 10 5
line 10 5 10 4
line 10 4 11 4
line 11 4 11 6
line 11 6 12 6
line 12 6 12 5
line 12 5 13 5
line 13 5 13 6
line 13 6 14 6
line 14 6 14 5
line 14 5 15 5
line 15 5 15 7
line 15 7 16 7
line 16 7 16 6
line 16 6 17 6
line 17 6 17 9
line 17 9 19 9
line 19 9 19 10
line 19 10 20 10
line 20 10 20 9
line 20 9 21 9
line 21 9 21 10
line 21 10 22 10
line 22 10 22 9
line 22 9 23 9
line 23 9 23 11
line 23 11 24 11
line 24 11 24 10
line 24 10 25 10
line 25 10 25 12
line 25 12 26 12
line 26 12 26 11
line 26 11 27 11
line 27 11 27 13
line 27 13 29 13
line 29 13 29 14
line 29 14 30 14
line 30 14 30 15
line 30 15 32 15
line 32 15 32 16
line 32 16 33 16
line 33 16 33 18
line 33 18 35 18
line 35 18 35 17
line 35 17 34 17
line 34 17 34 19
line 34 19 36 19
line 36 19 36 20
line 36 20 34 20
line 34 20 34 21
line 34 21 35 21
line 35 21 35 22
line 35 22 40 22
line 40 22 40 23
line 40 23 42 23
line 42 23 42 24
line 42 24 44 24
line 44 24 44 25
line 44 25 45 25
line 45 25 45 26
line 45 26 47 26
line 47 26 47 27
line 47 27 49 27
line 49 27 49 28
line 49 28 51 28
line 51 28 51 29
line 51 29 52 29
line 52 29 52 30
line 52 30 54 30
line 54 30 54 31
line 54 31 57 31
line 57 31 57 32
line 56 32 59 32
line 59 32 59 33
line 59 33 60 33
line 60 33 60 34
line 60 34 62 34
line 62 34 62 35
line 62 35 64 35
line 64 35 64 36
line 64 36 66 36
line 66 36 66 37
line 66 37 68 37
line 68 37 68 38
line 68 38 70 38
line 70 38 70 39
line 69 39 71 39
line 71 39 71 40
line 71 40 74 40
line 74 40 74 41
line 74 41 76 41
line 76 41 76 42
line 76 42 78 42
line 78 42 78 43
line 78 43 80 43
line 80 43 80 44
line 80 44 82 44
line 82 44 82 45
line 82 45 84 45
line 84 45 84 46
line 84 46 86 46
line 86 46 86 47
line 86 47 86 48
line 86 48 87 48
line 87 48 87 49
line 87 49 89 49
line 89 49 89 50
line 89 50 91 50
line 91 50 91 51
line 91 51 92 51
line 92 51 92 52
line 92 52 94 52
line 94 52 94 53
line 94 53 95 53
line 95 53 95 54
line 95 54 97 54
line 97 54 97 55
line 97 55 97 56
line 97 56 99 56
line 99 56 99 57
line 99 57 101 57
line 101 57 101 58
line 101 58 101 59
line 98 59 96 59
line 96 59 96 60
line 96 60 97 60
line 97 60 97 61
line 97 61 99 61
line 99 61 99 62
line 99 62 101 62
line 101 62 101 63
line 101 63 100 63
line 100 63 100 64
line 100 64 103 64
line 103 64 103 65
line 103 65 104 65
line 104 65 104 67
line 104 67 106 67
line 106 67 106 68
line 106 68 108 68
line 108 68 108 69
line 108 69 109 69
line 109 69 109 70
line 109 70 111 70
line 111 70 111 71
line 111 71 114 71
line 114 71 114 72
line 114 72 117 72
line 117 72 117 74
line 117 74 119 74
line 119 74 119 75
line 119 75 120 75
line 120 75 120 76
line 120 76 121 76
line 121 76 121 77
line 121 77 122 77
line 122 77 122 78
line 122 78 125 78
line 125 78 125 79
line 125 79 127 79
line 127 79 127 80
line 127 80 130 80
line 130 80 130 82
line 130 82 134 82
line 134 82 134 83
line 134 83 135 83
line 135 83 135 85
line 135 85 139 85
line 139 85 139 86
line 139 86 143 86
line 143 86 143 87
line 143 87 146 87
line 146 87 146 88
line 146 88 147 88
line 147 88 147 89
line 147 89 146 89
line 146 89 146 90
line 146 90 149 90
line 149 90 149 93
line 149 93 150 93
line 150 93 150 92
line 150 92 151 92
line 151 92 151 93
line 151 93 152 93
line 152 93 152 94
line 152 94 154 94
line 154 94 154 95
line 154 95 153 95
line 153 95 153 96
line 153 96 156 96
line 156 96 156 98
line 156 98 159 98
line 159 98 159 99
line 159 99 158 99
line 158 99 158 100
line 158 100 161 100
line 161 100 161 101
line 161 101 160 101
line 160 101 160 102
line 160 102 161 102
line 161 102 161 103
line 161 103 160 103
line 160 103 160 105
line 160 105 159 105
line 159 105 159 106
line 159 106 161 106
line 161 106 161 109
line 161 109 163 109
line 163 109 163 108
line 163 108 160 108
line 160 108 160 110 
line 160 110 164 110
line 164 110 164 111
box  159 160 102 103
