31	79	0.0		
31	80	0.00364104	
31	81	0.0		
31	82	0.0		
31	83	0.0		
31	84	4.93802e-05	

32	78	0.0		
32	79	0.357657	
32	80	0.131153	
32	81	0.0		
32	82	0.0577932	
32	83	0.00545237	
32	84	0.000450322	

33	81	1.23426		
33	82	0.254186	
33	83	0.200304	
33	84	0.0		
33	85	0.0397984	
33	86	0.00431241	
33	87	0.000797179	
33	88	0.0001477	

34	83	0.0		
34	84	1.06115		
34	85	0.292193	
34	86	0.0		
34	87	4.66361		
34	88	0.0236895	
34	89	0.0031964	
34	90	0.000424597	

35	85	0.0		
35	86	11.128		
35	87	1.19698		
35	88	0.510654	
35	89	0.150611	
35	90	0.0		
35	91	0.00593517	
35	92	0.0192972	
35	93	0.0149535	
35	94	0.00488423	

36	89	3.02731		
36	90	2.54451		
36	91	2.90696		
36	92	1.29911		
36	93	0.33853		
36	94	0.0731147	
36	95	0.0156697	
36	96	0.00328407	
36	97	0.000119831	

37	92	5.07415		
37	93	3.614		
37	94	2.13345		
37	95	1.21754		
37	96	0.315407	
37	97	0.0842307	
37	98	0.017592	
37	99	0.00414079	
37	100	0.000103284	
37	101	1.43159e-05	

38	92	0.0		
38	93	0.0		
38	94	12.4284		
38	95	6.40961		
38	96	3.6162		
38	97	1.96657		
38	98	1.11036		
38	99	0.264326	
38	100	0.0903471	
38	101	0.0145476	
38	102	0.0021074	
38	103	0.000111242	
38	104	1.87832e-05	

39	95	0.0		
39	96	0.0		
39	97	10.578		
39	98	5.18517		
39	99	4.11508		
39	100	1.18869		
39	101	0.649506	
39	102	0.222528	
39	103	0.0532928	
39	104	0.00792978	
39	105	0.000794124	
39	106	5.91544e-05	

40	98	0.0		
40	99	48.3929		
40	100	13.0139		
40	101	5.13252		
40	102	2.88839		
40	103	1.35194		
40	104	0.330476	
40	105	0.133125	
40	106	0.0255463	
40	107	0.00380824	
40	108	0.000360894	
40	109	2.49992e-05	

41	101	0.0		
41	102	18.0903		
41	103	9.12025		
41	104	3.4563		
41	105	1.6437		
41	106	0.631392	
41	107	0.167449	
41	108	0.0586108	
41	109	0.0115347	
41	110	0.00157835	
41	111	0.000140625	
41	112	1.49835e-05	

42	103	0.0		
42	104	0.0		
42	105	9.81156		
42	106	5.47487		
42	107	2.15459		
42	108	0.832437	
42	109	0.267778	
42	110	0.0634224	
42	112	0.00539338	
42	113	0.000565249	
42	114	5.45405e-05	
42	115	5.48144e-06	

43	106	0.0		
43	107	17.4803		
43	108	7.80036		
43	109	3.56395		
43	110	1.50609		
43	111	0.723461	
43	112	0.152143	
43	113	0.0381454	
43	114	0.0106153	
43	115	0.00185397	
43	116	6.87122e-05	
43	117	2.08765e-05	
43	118	1.09125e-06	

44	110	9.70729		
44	111	5.64291		
44	112	2.68937		
44	113	0.786353	
44	114	0.224559	
44	115	0.0684195	
44	116	0.0263238	
44	117	0.00534421	
44	118	0.000749131	
44	119	6.9296e-05	
44	120	5.75145e-06	

45	113	7.9238		
45	114	3.36835		
45	115	1.77689		
45	116	0.47894		
45	117	0.181661	
45	118	0.0327466	
45	119	0.0158662	
45	120	0.00210197	
45	121	0.000293424	
45	122	2.12821e-05	
45	123	2.79851e-06	

46	115	11.2121		
46	116	5.33971		
46	117	2.27474		
46	118	1.0758		
46	119	0.3134		
46	120	0.106979	
46	121	0.0194132	
46	122	0.00805161	
46	123	0.00100687	
46	124	0.000133596	
46	125	1.4333e-05	

47	118	7.62183		
47	119	3.13042		
47	120	1.72738		
47	121	0.52333		
47	122	0.154025	
47	123	0.0691162	
47	124	0.0163069	
47	125	0.00439651	
47	126	0.000635878	
47	127	9.56188e-05	
47	128	1.44453e-05	

48	120	0.0		
48	121	5.51777		
48	122	2.89785		
48	123	1.0925		
48	124	0.409189	
48	125	0.220206	
48	126	0.0705265	
48	127	0.0179819	
48	128	0.00437101	
48	129	0.000591287	
48	130	0.000138618	
48	131	9.25674e-06	
48	132	1.71507e-06	

49	123	19.2493		
49	124	4.87398		
49	125	3.08317		
49	126	1.64067		
49	127	1.0835		
49	128	0.275015	
49	129	0.114762	
49	130	0.0298488	
49	131	0.00739314	
49	132	0.000921057	
49	133	0.000177204	
49	134	8.39781e-06	

50	125	0.0		
50	126	5.49441		
50	127	3.23995		
50	128	2.47561		
50	129	1.43214		
50	130	1.04266		
50	131	0.426455	
50	132	0.406753	
50	133	0.0499969	
50	134	0.0117256	
50	135	0.000882315	
50	136	0.000127556	
50	137	5.23258e-06	

51	129	4.72314		
51	130	4.28034		
51	131	3.64569		
51	132	2.3364		
51	133	1.39818		
51	134	0.614286	
51	135	0.134702	
51	136	0.0225509	
51	137	0.0153563	
51	138	0.00122752	
51	139	0.000133149	

52	132	6.13637		
52	133	6.64951		
52	134	5.71688		
52	135	2.32285		
52	136	0.965063	
52	137	0.40749		
52	138	0.0821773	
52	139	0.00948749	
52	140	0.0056254	
52	141	0.000402257	
52	142	4.78718e-05	
52	143	1.09082e-06	

53	135	7.61853		
53	136	4.17787		
53	137	3.19864		
53	138	1.3243		
53	139	0.623639	
53	140	0.173171	
53	141	0.0305094	
53	142	0.00431547	
53	143	0.00216666	
53	144	0.00011007	
53	145	3.86838e-06	

54	137	7.06892		
